Entry,TicketClass,Sex,Age,Price,Order,Name,Ticket Number,Bank Balance
0,3,male,41,7,762,"Nirva, Mr. Iisakki Antino Aijo",999368,48746
1,3,male,20,7,763,"Barah, Mr. Hanna Assi",427343,5454
1,1,female,36,120,764,"Carter, Mrs. William Ernest (Lucile Polk)",404186,41396
0,3,male,16,8,765,"Eklund, Mr. Hans Linus",588046,88066
1,1,female,51,78,766,"Hogeboom, Mrs. John C (Anna Andrews)",210196,84970
0,1,male,,40,767,"Brewe, Dr. Arthur Jackson",302516,67517
0,3,female,30.5,8,768,"Mangan, Miss. Mary",835443,80252
0,3,male,,24,769,"Moran, Mr. Daniel J",427444,7217
0,3,male,32,8,770,"Gronnestad, Mr. Daniel Danielsen",858942,50569
0,3,male,24,10,771,"Lievens, Mr. Rene Aime",199958,26520
0,3,male,48,8,772,"Jensen, Mr. Niels Peder",276757,72935
0,2,female,57,11,773,"Mack, Mrs. (Mary)",373894,87638
0,3,male,,7,774,"Elias, Mr. Dibo",318803,75269
1,2,female,54,23,775,"Hocking, Mrs. Elizabeth (Eliza Needs)",503806,95371
0,3,male,18,8,776,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",329599,86874
0,3,male,,8,777,"Tobin, Mr. Roger",430829,13899
1,3,female,5,12,778,"Emanuel, Miss. Virginia Ethel",883642,4475
0,3,male,,8,779,"Kilgannon, Mr. Thomas J",17415,15617
1,1,female,43,211,780,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",446889,80739
1,3,female,13,7,781,"Ayoub, Miss. Banoura",911112,34961
1,1,female,17,57,782,"Dick, Mrs. Albert Adrian (Vera Gillespie)",728548,87012
0,1,male,29,30,783,"Long, Mr. Milton Clyde",591418,63594
0,3,male,,23,784,"Johnston, Mr. Andrew G",236842,78048
0,3,male,25,7,785,"Ali, Mr. William",717740,88518
0,3,male,25,7,786,"Harmer, Mr. Abraham (David Lishin)",406699,42117
1,3,female,18,7,787,"Sjoblom, Miss. Anna Sofia",86623,36080
0,3,male,8,29,788,"Rice, Master. George Hugh",91780,47198
1,3,male,1,21,789,"Dean, Master. Bertram Vere",464624,22324
0,1,male,46,79,790,"Guggenheim, Mr. Benjamin",794282,62010
0,3,male,,8,791,"Keane, Mr. Andrew ""Andy""",597948,39323
0,2,male,16,26,792,"Gaskell, Mr. Alfred",175759,75284
0,3,female,,70,793,"Sage, Miss. Stella Anna",615982,77011
0,1,male,,31,794,"Hoyt, Mr. William Fisher",374191,94830
0,3,male,25,8,795,"Dantcheff, Mr. Ristiu",950978,85727
0,2,male,39,13,796,"Otter, Mr. Richard",633118,38754
1,1,female,49,26,797,"Leader, Dr. Alice (Farnham)",946967,29108
1,3,female,31,9,798,"Osman, Mrs. Mara",911764,10316
0,3,male,30,7,799,"Ibrahim Shawah, Mr. Yousseff",513193,68338
0,3,female,30,24,800,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",714141,46782
0,2,male,34,13,801,"Ponesell, Mr. Martin",196414,20060
1,2,female,31,26,802,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",302432,8361
1,1,male,11,120,803,"Carter, Master. William Thornton II",999545,32801
1,3,male,0.42,9,804,"Thomas, Master. Assad Alexander",919911,80773
1,3,male,27,7,805,"Hedman, Mr. Oskar Arvid",296568,55985
0,3,male,31,8,806,"Johansson, Mr. Karl Johan",207827,95659
0,1,male,39,0,807,"Andrews, Mr. Thomas Jr",259563,27375
0,3,female,18,8,808,"Pettersson, Miss. Ellen Natalia",885328,51807
0,2,male,39,13,809,"Meyer, Mr. August",520115,45354
1,1,female,33,53,810,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",65485,14448
0,3,male,26,8,811,"Alexander, Mr. William",309767,31755
0,3,male,39,24,812,"Lester, Mr. James",393832,11979
0,2,male,35,11,813,"Slemen, Mr. Richard James",658548,8155
0,3,female,6,31,814,"Andersson, Miss. Ebba Iris Alfrida",405587,76113
0,3,male,30.5,8,815,"Tomlin, Mr. Ernest Portage",895269,30149
0,1,male,,0,816,"Fry, Mr. Richard",418151,89861
0,3,female,23,8,817,"Heininen, Miss. Wendla Maria",671750,96274
0,2,male,31,37,818,"Mallet, Mr. Albert",180882,49076
0,3,male,43,6,819,"Holm, Mr. John Fredrik Alexander",11763,57377
0,3,male,10,28,820,"Skoog, Master. Karl Thorsten",351926,31131
1,1,female,52,94,821,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",985364,53357
1,3,male,27,9,822,"Lulic, Mr. Nikola",728543,88080
0,1,male,38,0,823,"Reuchlin, Jonkheer. John George",167886,3966
1,3,female,27,12,824,"Moor, Mrs. (Beila)",773606,11025
0,3,male,2,40,825,"Panula, Master. Urho Abraham",348837,42642
0,3,male,,7,826,"Flynn, Mr. John",922536,67602
0,3,male,,56,827,"Lam, Mr. Len",494933,60243
1,2,male,1,37,828,"Mallet, Master. Andre",808363,81225
1,3,male,,8,829,"McCormack, Mr. Thomas Joseph",84168,70821
1,1,female,62,80,830,"Stone, Mrs. George Nelson (Martha Evelyn)",486587,41104
1,3,female,15,14,831,"Yasbeck, Mrs. Antoni (Selini Alexander)",662319,47300
1,2,male,0.83,19,832,"Richards, Master. George Sibley",436130,56207
0,3,male,,7,833,"Saad, Mr. Amin",865284,45231
0,3,male,23,8,834,"Augustsson, Mr. Albert",40390,68969
0,3,male,18,8,835,"Allum, Mr. Owen George",610421,15998
1,1,female,39,83,836,"Compton, Miss. Sara Rebecca",628103,1195
0,3,male,21,9,837,"Pasic, Mr. Jakob",62014,43349
0,3,male,,8,838,"Sirota, Mr. Maurice",760257,65619
1,3,male,32,56,839,"Chip, Mr. Chang",810785,31862
1,1,male,,30,840,"Marechal, Mr. Pierre",346083,36511
0,3,male,20,8,841,"Alhomaki, Mr. Ilmari Rudolf",545070,1329
0,2,male,16,11,842,"Mudd, Mr. Thomas Charles",988595,48708
1,1,female,30,31,843,"Serepeca, Miss. Augusta",891242,69328
0,3,male,34.5,6,844,"Lemberopolous, Mr. Peter L",989713,46163
0,3,male,17,9,845,"Culumovic, Mr. Jeso",59376,82466
0,3,male,42,8,846,"Abbing, Mr. Anthony",325806,18017
0,3,male,,70,847,"Sage, Mr. Douglas Bullen",554307,108
0,3,male,35,8,848,"Markoff, Mr. Marin",594191,11055
0,2,male,28,33,849,"Harper, Rev. John",863971,92769
1,1,female,,89,850,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",610591,87026
0,3,male,4,31,851,"Andersson, Master. Sigvard Harald Elias",496003,24308
0,3,male,74,8,852,"Svensson, Mr. Johan",750892,30451
0,3,female,9,15,853,"Boulos, Miss. Nourelain",9501,83695
1,1,female,16,39,854,"Lines, Miss. Mary Conover",290136,62177
0,2,female,44,26,855,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",962947,55063
1,3,female,18,9,856,"Aks, Mrs. Sam (Leah Rosen)",339350,35112
1,1,female,45,165,857,"Wick, Mrs. George Dennick (Mary Hitchcock)",545290,97180
1,1,male,51,27,858,"Daly, Mr. Peter Denis ",578530,54570
1,3,female,24,19,859,"Baclini, Mrs. Solomon (Latifa Qurban)",710734,50009
0,3,male,,7,860,"Razi, Mr. Raihed",954754,55119
0,3,male,41,14,861,"Hansen, Mr. Claus Peter",533824,1953
0,2,male,21,12,862,"Giles, Mr. Frederick Edward",492082,94530
1,1,female,48,26,863,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",811273,65132
0,3,female,,70,864,"Sage, Miss. Dorothy Edith ""Dolly""",55243,34609
0,2,male,24,13,865,"Gill, Mr. John William",305015,87301
1,2,female,42,13,866,"Bystrom, Mrs. (Karolina)",459167,48146
1,2,female,27,14,867,"Duran y More, Miss. Asuncion",508948,60741
0,1,male,31,50,868,"Roebling, Mr. Washington Augustus II",942774,19589
0,3,male,,10,869,"van Melkebeke, Mr. Philemon",498086,79973
